,INSTNM,LOCALE,LATITUDE,LONGITUDE,ADM_RATE,UGDS,ENDOWEND
3287,The University of Texas at Arlington,11.0,32.729718,-97.11296,0.8775,34726.0,173354658.0
3288,The University of Texas at Austin,11.0,30.282825,-97.738273,0.3195,39624.0,4694067678.0
3289,The University of Texas at Dallas,12.0,32.984673,-96.749702,0.7936,21186.0,602745513.0
3290,The University of Texas at El Paso,11.0,31.77015,-106.504098,0.9997,21070.0,278287474.0
3291,The University of Texas at Tyler,12.0,32.315772,-95.254337,0.9163,6840.0,98668086.0
3293,Texas Christian University,11.0,32.70961,-97.364758,0.4803,9689.0,1584160000.0
3296,Texas Lutheran University,31.0,29.573261,-97.982669,0.593,1430.0,90678069.0
3297,The University of Texas Permian Basin,12.0,31.889509,-102.329634,0.879,3646.0,52885445.0
3298,The University of Texas at San Antonio,11.0,29.583709,-98.620657,0.8354,29169.0,181428767.0
3299,Texas Southern University,11.0,29.721046,-95.361113,0.6637,5298.0,67878998.0
3300,Texas Tech University,11.0,33.583448,-101.874783,0.7003,32412.0,744155860.0
3301,Texas Wesleyan University,11.0,32.732962,-97.279613,0.4679,1403.0,57816546.0
3302,Texas Woman's University,12.0,33.226211,-97.127842,0.9368,9297.0,85540579.0
3303,Trinity University,11.0,29.462682,-98.48186,0.3362,2491.0,1381220821.0
3313,Wayland Baptist University,33.0,34.187677,-101.730042,0.8144,2803.0,88726767.0
3315,West Texas A & M University,31.0,34.982789,-101.914736,0.5825,7326.0,92338237.0
3320,Brigham Young University,12.0,40.250851,-111.649281,0.6925,33376.0,2257760000.0
3321,Brigham Young University-Hawaii,31.0,21.642074,-157.926586,0.7502,3107.0,150799000.0
3334,Southern Utah University,33.0,37.674617,-113.070146,0.7556,8356.0,30666928.0
3337,Utah State University,13.0,41.740748,-111.81391,0.9104,21087.0,436491736.0
3340,University of Utah,12.0,40.762484,-111.846044,0.794,23645.0,1071908000.0
3342,Westminster College,12.0,40.730779,-111.855757,0.8745,1415.0,80547250.0
3343,Bennington College,32.0,42.919547,-73.237799,0.5999,632.0,50508464.0
3345,Champlain College,13.0,44.473287,-73.202746,0.8515,3389.0,23894479.0
3347,Goddard College,42.0,44.279087,-72.438388,0.8387,155.0,816691.0
3349,Middlebury College,32.0,44.009117,-73.176068,0.2204,2571.0,994205788.0
3351,Norwich University,32.0,44.140237,-72.659783,0.7417,3182.0,216106000.0
3353,Saint Michael's College,22.0,44.494558,-73.167069,0.8781,1501.0,77654939.0
3355,Sterling College,43.0,44.65225,-72.382372,0.9565,124.0,1063733.0
3358,University of Vermont,13.0,44.477325,-73.196646,0.7132,10585.0,562493000.0
3361,Averett University,32.0,36.577287,-79.413203,0.6938,881.0,26102289.0
3363,Bluefield University,32.0,37.244557,-81.246233,0.7602,666.0,6592155.0
3364,Bridgewater College,23.0,38.378484,-78.969007,0.7614,1552.0,91444920.0
3365,William & Mary,23.0,37.269489,-76.708214,0.4216,6217.0,967685235.0
3366,Regent University,11.0,36.801173,-76.194627,0.5044,4231.0,69525000.0
3369,Christopher Newport University,12.0,37.062495,-76.494364,0.7642,4745.0,39167125.0
3376,Emory & Henry College,41.0,36.772857,-81.829142,0.7541,943.0,91060429.0
3377,Eastern Mennonite University,13.0,38.471134,-78.880326,0.7182,891.0,32765796.0
3379,Ferrum College,42.0,36.926912,-80.021639,0.7583,962.0,52375161.0
3380,George Mason University,21.0,38.829976,-77.307428,0.892,26514.0,138038291.0
3382,Hampden-Sydney College,42.0,37.240615,-78.464216,0.4701,881.0,188784665.0
3383,Hampton University,12.0,37.019944,-76.339161,0.36,3058.0,280598089.0
3384,Hollins University,22.0,37.354201,-79.943277,0.8079,686.0,174608039.0
3386,James Madison University,13.0,38.436311,-78.870484,0.8049,19550.0,116670157.0
3388,Liberty University,13.0,37.350232,-79.18222,0.5013,47432.0,1714462564.0
3389,Longwood University,33.0,37.301137,-78.39575,0.8734,3525.0,72706045.0
3391,University of Lynchburg,13.0,37.399774,-79.181653,0.9727,1801.0,109345579.0
3392,Centra College,13.0,37.4051,-79.174101,0.8182,314.0,227329.0
3393,Mary Baldwin University,13.0,38.153884,-79.069273,0.871,1395.0,30808446.0
3394,University of Mary Washington,22.0,38.302492,-77.476055,0.7549,3981.0,58837581.0
3395,Marymount University,12.0,38.905562,-77.128785,0.8526,2011.0,47701014.0
3402,Norfolk State University,12.0,36.848429,-76.261375,0.9107,4977.0,30241487.0
3404,Old Dominion University,12.0,36.886418,-76.30666,0.9541,19391.0,276430564.0
3409,Radford University,23.0,37.136907,-80.549728,0.7868,7267.0,58651450.0
3411,Randolph-Macon College,21.0,37.76043,-77.478416,0.7131,1551.0,171152273.0
3412,Randolph College,13.0,37.437315,-79.171887,0.8966,496.0,145727000.0
3415,Richard Bland College,41.0,37.156972,-77.399932,0.7093,936.0,6700584.0
3417,University of Richmond,12.0,37.577393,-77.538806,0.309,3304.0,2405602000.0
3419,Roanoke College,22.0,37.294861,-80.055467,0.7813,1899.0,149060120.0
3421,Shenandoah University,13.0,39.167355,-78.157433,0.7438,2152.0,68448014.0
3423,Southern Virginia University,32.0,37.740368,-79.35037,0.9903,1056.0,1511296.0
3428,Sweet Briar College,22.0,37.556725,-79.081014,0.7595,356.0,63967642.0
3432,University of Virginia's College at Wise,32.0,36.970602,-82.559656,0.8257,1143.0,112225024.0
3434,Virginia Polytechnic Institute and State University,13.0,37.229012,-80.423675,0.6577,29893.0,1329400000.0
3436,Virginia Commonwealth University,12.0,37.54962,-77.452697,0.906,21334.0,1992337915.0
3437,University of Virginia-Main Campus,23.0,38.035665,-78.503428,0.2258,17076.0,7146475548.0
3438,Virginia Military Institute,32.0,37.7896,-79.437067,0.5988,1698.0,516875631.0
3441,Virginia State University,21.0,37.234692,-77.419026,0.9626,3653.0,56939443.0
3442,Virginia Union University,12.0,37.562405,-77.450903,0.7535,1140.0,32618729.0
3443,Virginia Wesleyan University,11.0,36.868417,-76.18606,0.7399,1261.0,58765586.0
3444,Washington and Lee University,32.0,37.788939,-79.443018,0.2451,1820.0,1630163000.0
3449,Central Washington University,32.0,47.002687,-120.538368,0.8599,10264.0,40743517.0
3456,Cornish College of the Arts,11.0,47.618174,-122.336238,0.7888,481.0,8878995.0
3458,Eastern Washington University,31.0,47.490667,-117.583808,0.7894,8845.0,33530654.0
3462,The Evergreen State College,22.0,47.07382,-122.977492,0.9838,2053.0,17484382.0
3465,Gonzaga University,12.0,47.666531,-117.400625,0.7289,4836.0,313733000.0
3479,Northwest University,21.0,47.657945,-122.192763,0.9277,821.0,9605000.0
3482,Pacific Lutheran University,21.0,47.14516,-122.440421,0.863,2509.0,100855000.0
3484,University of Puget Sound,12.0,47.26308,-122.478982,0.8685,1896.0,378614000.0
3486,Saint Martin's University,13.0,47.041068,-122.816354,0.9419,1377.0,26633167.0
3489,Seattle Pacific University,11.0,47.650214,-122.361667,0.9062,2694.0,122286000.0
3490,Seattle University,11.0,47.608859,-122.318851,0.8323,4230.0,238887506.0
3500,Washington State University,32.0,46.730448,-117.158168,0.7995,25084.0,1083966272.0
3501,University of Washington-Seattle Campus,11.0,47.65538,-122.30514,0.5586,31145.0,3564484405.0
3503,Western Washington University,13.0,48.737812,-122.485734,0.9351,14121.0,90008289.0
3505,Whitman College,13.0,46.069815,-118.331546,0.5413,1339.0,586334718.0
3506,Whitworth University,21.0,47.753358,-117.416714,0.9101,2359.0,165245719.0
3508,Alderson Broaddus University,32.0,39.158067,-80.047728,0.5276,756.0,18456342.0
3510,Appalachian Bible College,41.0,37.853335,-81.198867,0.4874,163.0,1858927.0
3513,Bethany College,41.0,40.205819,-80.560056,0.9184,564.0,45771948.0
3514,Bluefield State College,32.0,37.265732,-81.239037,0.9003,1231.0,3442277.0
3517,University of Charleston,13.0,38.333367,-81.616244,0.6148,2075.0,46763774.0
3519,Concord University,32.0,37.423723,-81.006696,0.914,1452.0,35389756.0
3520,Davis & Elkins College,33.0,38.931232,-79.846022,0.6905,702.0,45036577.0
3521,Fairmont State University,32.0,39.483079,-80.162433,0.9434,3298.0,24177733.0
3526,Marshall University,13.0,38.422482,-82.428964,0.8925,7595.0,150073730.0
3532,Ohio Valley University,13.0,39.312447,-81.537808,0.9481,235.0,2014174.0
3537,Shepherd University,31.0,39.433071,-77.804101,0.977,2479.0,24124439.0
3541,West Virginia State University,22.0,38.380541,-81.765034,0.885,1716.0,9024889.0
3543,West Liberty University,41.0,40.164417,-80.602256,0.6844,1868.0,16434104.0
3544,West Virginia University Institute of Technology,13.0,37.775924,-81.184072,0.5512,1168.0,14180859.0
3545,West Virginia Wesleyan College,33.0,38.990661,-80.218969,0.6572,977.0,65132245.0
3550,West Virginia University,13.0,39.634371,-79.954391,0.8389,19669.0,687771687.0
3551,Wheeling University,13.0,40.070873,-80.690804,0.7682,582.0,9212872.0
3554,Alverno College,11.0,42.982842,-87.965174,0.7823,1015.0,31516800.0
3556,Bellin College,41.0,44.468277,-87.921722,0.9571,383.0,11431226.0
3557,Beloit College,13.0,42.504022,-89.029285,0.5834,924.0,87663456.0
3559,Cardinal Stritch University,21.0,43.139752,-87.909045,0.769,782.0,12499997.0
3560,Carroll University,13.0,43.004527,-88.228114,0.7177,2878.0,73553801.0
3561,Carthage College,22.0,42.622969,-87.820924,0.7663,2620.0,124578458.0
3563,Concordia University-Wisconsin,21.0,43.253387,-87.91552,0.7053,2744.0,73486178.0
3564,Edgewood College,11.0,43.057059,-89.422884,0.912,1339.0,56529018.0
3568,Lakeland University,41.0,43.841573,-87.883414,0.9247,1594.0,17508531.0
3570,Lawrence University,13.0,44.261323,-88.397822,0.6892,1419.0,361079910.0
3571,Maranatha Baptist University,31.0,43.195013,-88.737016,0.805,589.0,277527.0
3572,Marian University,13.0,43.777411,-88.420638,0.6767,1284.0,8084000.0
3573,Marquette University,11.0,43.03903,-87.927961,0.8249,7828.0,693744000.0
3577,Milwaukee Institute of Art & Design,11.0,43.030917,-87.907925,0.6195,924.0,2974630.0
3578,Milwaukee School of Engineering,11.0,43.045364,-87.907691,0.6009,2492.0,71305730.0
3580,Mount Mary University,11.0,43.072507,-88.030732,0.5301,621.0,22038442.0
3585,Northland College,33.0,46.579087,-90.87476,0.643,553.0,5731486.0
3586,Ripon College,32.0,43.844135,-88.842333,0.7406,796.0,91968278.0
3588,Saint Norbert College,22.0,44.44483,-88.067812,0.8425,1859.0,147176401.0
3591,Viterbo University,13.0,43.803133,-91.244297,0.7925,1723.0,55256922.0
3595,University of Wisconsin-Whitewater,32.0,42.835563,-88.742368,0.7992,9900.0,29500671.0
3598,University of Wisconsin-Eau Claire,13.0,44.798284,-91.501906,0.8436,10093.0,51064993.0
3599,University of Wisconsin-Green Bay,12.0,44.532298,-87.919973,0.8982,6657.0,45026882.0
3600,University of Wisconsin-La Crosse,13.0,43.81568,-91.23186,0.7515,9375.0,32889850.0
3601,Wisconsin Lutheran College,11.0,43.036943,-88.022718,0.9562,983.0,35989942.0
3602,University of Wisconsin-Oshkosh,13.0,44.026206,-88.549369,0.7858,9147.0,31081699.0
3603,University of Wisconsin-Parkside,22.0,42.647718,-87.855231,0.6631,3612.0,10811318.0
3605,University of Wisconsin-Stout,32.0,44.873187,-91.926653,0.901,6788.0,60104206.0
3606,University of Wisconsin-Superior,22.0,46.717629,-92.091007,0.8613,2040.0,20979731.0
3607,University of Wisconsin-Madison,11.0,43.075409,-89.404098,0.5725,31651.0,4587597181.0
3608,University of Wisconsin-Milwaukee,11.0,43.076848,-87.880488,0.7869,18910.0,187451865.0
3609,University of Wisconsin-Platteville,32.0,42.733451,-90.48622,0.8148,6757.0,39900447.0
3610,University of Wisconsin-River Falls,32.0,44.8534,-92.622641,0.7685,5238.0,25262770.0
3611,University of Wisconsin-Stevens Point,32.0,44.529582,-89.570934,0.8654,7258.0,49534402.0
3621,University of Wyoming,33.0,41.311773,-105.57931,0.9423,9140.0,549309516.0
3632,Universidad Adventista de las Antillas,22.0,18.205685,-67.111207,1.0,944.0,135504.0
3634,Universidad Central de Bayamon,12.0,18.398864,-66.180773,0.8797,914.0,1146380.0
3636,Albizu University-San Juan,11.0,18.466573,-66.113908,0.8,652.0,1251163.0
3639,Pontifical Catholic University of Puerto Rico-Arecibo,23.0,18.446006,-66.679114,0.9799,404.0,2690464.0
3640,Pontifical Catholic University of Puerto Rico-Ponce,12.0,18.00165,-66.617138,0.912,4823.0,8818747.0
3645,Conservatory of Music of Puerto Rico,11.0,18.454016,-66.078811,0.8,351.0,1638268.0
3649,Escuela de Artes Plasticas y Diseno de Puerto Rico,11.0,18.46778,-66.121348,0.8864,405.0,2555838.0
3679,University of Puerto Rico-Cayey,21.0,18.11882,-66.162066,0.8936,2951.0,3704.0
3680,University of Puerto Rico-Humacao,21.0,18.146589,-65.838602,0.532,3049.0,22188.0
3682,University of Puerto Rico-Mayaguez,13.0,18.211142,-67.139172,0.674,11776.0,15727.0
3685,University of Puerto Rico-Rio Piedras,11.0,18.402826,-66.050009,0.4865,10784.0,801043.0
3687,Universidad del Sagrado Corazon,11.0,18.441166,-66.059617,0.4331,4067.0,22474800.0
3689,Universidad Central Del Caribe,12.0,18.366171,-66.153758,0.8571,123.0,4429523.0
3691,Pontifical Catholic University of Puerto Rico-Mayaguez,13.0,18.182375,-67.145695,0.9656,894.0,3437816.0
3693,College of Micronesia-FSM,-3.0,6.909759,158.158189,0.8321,1850.0,8185972.0
3695,University of the Virgin Islands,33.0,18.344193,-64.972866,0.9969,1523.0,64578954.0
3696,Stanford University,21.0,37.429434,-122.167359,0.0519,6366.0,28948111000.0
3697,Purdue University-Main Campus,13.0,40.428206,-86.914435,0.6715,35517.0,2497824765.0
3704,Georgia State University-Perimeter College,11.0,33.753426,-84.385712,0.7806,14989.0,1849844.0
3709,St. John's College,41.0,35.666974,-105.912478,0.6891,268.0,92501832.0
3739,Landmark College,42.0,42.977172,-72.512549,0.5482,367.0,22184354.0
3782,University of Massachusetts Global,11.0,33.656401,-117.769012,0.9498,5879.0,5000.0
3783,New College of Florida,13.0,27.384925,-82.55858,0.6997,646.0,43532049.0
3848,California State University-San Marcos,21.0,33.130569,-117.159013,0.7942,15016.0,27957341.0
3950,University of Washington-Bothell Campus,21.0,47.759773,-122.191293,0.8793,5618.0,74260091.0
3951,University of Washington-Tacoma Campus,12.0,47.244594,-122.438541,0.8605,4552.0,74260091.0
4001,Beacon College,22.0,28.811281,-81.87415,0.4461,426.0,98556.0
4031,Soka University of America,21.0,33.554546,-117.735344,0.5199,392.0,1231957000.0
4105,California State University-Monterey Bay,22.0,36.652397,-121.796178,0.8562,6456.0,27698971.0
4132,Trine University-Regional/Non-Traditional Campuses,11.0,41.172352,-85.106453,0.3889,255.0,3607525.0
4159,Messenger College,21.0,32.85076,-97.161015,0.3333,33.0,789454.0
4260,Embry-Riddle Aeronautical University-Worldwide,13.0,29.189903,-81.048367,0.6272,10070.0,2850000.0
4315,Delaware College of Art and Design,13.0,39.741947,-75.549882,0.639,97.0,3195315.0
4326,Florida Gulf Coast University,21.0,26.463638,-81.7726,0.7749,13530.0,83087416.0
4364,University of Connecticut-Waterbury Campus,22.0,41.555617,-73.039242,0.9663,835.0,2330797.0
4365,University of Connecticut-Avery Point,22.0,41.316419,-72.065336,0.9427,545.0,5593914.0
4366,University of Connecticut-Stamford,12.0,41.056081,-73.542206,0.914,2255.0,5593914.0
4411,The King's University,21.0,32.93973,-97.121526,0.9429,319.0,3898395.0
4441,Oregon State University-Cascades Campus,12.0,44.042795,-121.333703,0.7669,1045.0,6836663.0
4479,Nevada State College,41.0,35.982345,-114.938044,0.8993,4287.0,1315000.0
4480,California State University-Channel Islands,22.0,34.162949,-119.04356,0.7943,6938.0,8110135.0
4481,Franklin W Olin College of Engineering,21.0,42.293527,-71.263378,0.1644,290.0,369737000.0
4490,Pennsylvania College of Health Sciences,21.0,40.060419,-76.247035,0.5419,1710.0,9188957.0
4597,University of California-Merced,41.0,37.366237,-120.424944,0.848,8276.0,17800000.0
4603,Central Methodist University-College of Graduate and Extended Studies,32.0,39.150497,-92.685253,1.0,1659.0,13038161.0
4613,Johnson & Wales University-Charlotte,11.0,35.233502,-80.851208,0.8227,1391.0,6886458.0
4627,Ave Maria University,42.0,26.335983,-81.438945,0.9179,1048.0,6523539.0
4694,SUM Bible College and Theological Seminary,41.0,38.620833,-121.054758,0.5579,417.0,130900.0
4757,Visible Music College,11.0,35.144586,-90.049381,0.7193,198.0,220967.0
4846,Patrick Henry College,31.0,39.138687,-77.690939,0.8814,323.0,2013678.0
4862,The King's College,11.0,40.706677,-74.012342,0.3948,432.0,482932.0
4931,The Chicago School of Professional Psychology at Los Angeles,13.0,34.021456,-118.495041,0.2441,182.0,29929308.0
4936,Providence Christian College,12.0,34.149327,-118.141062,0.4194,121.0,27442.0
4979,University of Minnesota-Rochester,12.0,44.022339,-92.463471,0.7375,614.0,755405.0
5119,Texas A&M University-San Antonio,41.0,29.304762,-98.52417,0.5985,6010.0,3826176.0
5136,Johnson & Wales University-Online,12.0,41.819956,-71.41277,0.3649,1314.0,19577790.0
5195,Manna University,12.0,35.058616,-78.961305,1.0,173.0,31462.0
5239,John Paul the Great Catholic University,21.0,33.12085,-117.082401,0.7677,274.0,33053.0
5240,University of Connecticut-Hartford Campus,12.0,41.762673,-72.672175,0.9616,1659.0,13984785.0
5241,Ottawa University-Surprise,21.0,33.628923,-112.368233,0.2835,724.0,4569804.0
5298,Criswell College,11.0,32.793513,-96.77669,1.0,158.0,22270046.0
5419,Mid-South Christian College,11.0,35.064172,-89.911799,1.0,22.0,137497.0
5457,Augusta University,12.0,33.47037,-81.989071,0.8288,5322.0,281721827.0
5458,Middle Georgia State University,12.0,32.808092,-83.732058,0.9932,7380.0,12941437.0
5486,University of North Georgia,32.0,34.530219,-83.985694,0.8145,17341.0,67974269.0
5489,Florida Polytechnic University,41.0,28.150149,-81.845995,0.5844,1290.0,2176573.0
5495,Antioch College,31.0,39.799806,-83.888077,0.8457,116.0,20456411.0
5496,Texas A&M University-Central Texas,41.0,31.053407,-97.775182,0.9245,1885.0,2341969.0
5500,Arizona State University Digital Immersion,11.0,33.463786,-111.923861,0.7258,40275.0,118109622.0
5581,University of North Texas at Dallas,11.0,32.659588,-96.803446,0.9299,3357.0,975306.0
5615,American College of the Building Arts,12.0,32.805094,-79.946888,0.6471,93.0,699023.0
5673,Kennesaw State University,21.0,34.038807,-84.583052,0.8311,36284.0,64114999.0
5678,Milligan University,22.0,36.300147,-82.29407,0.9923,816.0,47721320.0
5688,Emory University-Oxford College,21.0,33.6191,-83.871141,0.2417,947.0,65685000.0
5710,Husson University,13.0,44.829002,-68.791476,0.8466,2484.0,20248617.0
5759,Elim Bible Institute and College,31.0,42.909692,-77.615151,0.9683,96.0,153543.0
5813,Carolina University,12.0,36.087962,-80.250153,0.4967,439.0,2841008.0
5870,Purdue University Northwest,21.0,41.584324,-87.474236,0.3028,7184.0,36030396.0
5893,University of Wisconsin-Milwaukee Flex,11.0,43.076848,-87.880488,1.0,590.0,1893453.0
5997,Young Americans College of the Performing Arts,12.0,33.859246,-117.542501,0.5,27.0,78037.0
6105,The Pennsylvania State University,13.0,40.7965,-77.862848,0.7827,73189.0,3357994000.0
